"","cti","ActSubst.Name","unit","dosis","DateNew"
"23128",383311,"CLOSTRIDIUM BOTULINUM TOXIN TYPE A"," UML","40.00",""
"23129",383424,"QUETIAPINE FUMARATE","MG","28.80",""
"23130",383433,"QUETIAPINE FUMARATE","MG","28.80",""
"23131",383442,"QUETIAPINE FUMARATE","MG","115.10",""
"23132",383451,"QUETIAPINE FUMARATE","MG","115.10",""
"23133",383476,"QUETIAPINE FUMARATE","MG","230.10",""
"23134",383485,"QUETIAPINE FUMARATE","MG","230.10",""
"23135",383494,"QUETIAPINE FUMARATE","MG","345.20",""
"23136",383503,"QUETIAPINE FUMARATE","MG","345.20",""
"23137",383512,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.58",""
"23138",383521,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.58",""
"23139",383573,"ATORVASTATIN CALCIUM","MG","10.36",""
"23140",383582,"ATORVASTATIN CALCIUM","MG","20.72",""
"23141",383591,"ATORVASTATIN CALCIUM","MG","41.44",""
"23142",383607,"ATORVASTATIN CALCIUM","MG","82.88",""
"23143",383616,"ATORVASTATIN CALCIUM","MG","10.36",""
"23144",383625,"ATORVASTATIN CALCIUM","MG","20.72",""
"23145",383634,"ATORVASTATIN CALCIUM","MG","41.44",""
"23146",383643,"ATORVASTATIN CALCIUM","MG","82.88",""
"23147",383695,"ATORVASTATIN CALCIUM","MG","10.36",""
"23148",383704,"ATORVASTATIN CALCIUM","MG","20.72",""
"23149",383713,"ATORVASTATIN CALCIUM","MG","41.44",""
"23150",383722,"ATORVASTATIN CALCIUM","MG","82.88",""
"23151",383731,"ATORVASTATIN CALCIUM","MG","10.36",""
"23152",383747,"ATORVASTATIN CALCIUM","MG","20.72",""
"23153",383756,"ATORVASTATIN CALCIUM","MG","41.44",""
"23154",383765,"ATORVASTATIN CALCIUM","MG","82.88",""
"23155",383774,"AMLODIPINE (BESILATE)","MG","5.00",""
"23156",383774,"PERINDOPRIL ARGININE","MG","5.00",""
"23157",383783,"AMLODIPINE (BESILATE)","MG","5.00",""
"23158",383783,"PERINDOPRIL ARGININE","MG","10.00",""
"23159",383792,"AMLODIPINE (BESILATE)","MG","10.00",""
"23160",383792,"PERINDOPRIL ARGININE","MG","5.00",""
"23161",383801,"AMLODIPINE (BESILATE)","MG","10.00",""
"23162",383801,"PERINDOPRIL ARGININE","MG","10.00",""
"23163",383817,"ATORVASTATIN CALCIUM","MG","10.36",""
"23164",383826,"ATORVASTATIN CALCIUM","MG","20.72",""
"23165",383835,"ATORVASTATIN CALCIUM","MG","41.44",""
"23166",383844,"ATORVASTATIN CALCIUM","MG","82.88",""
"23167",383853,"CIPROFLOXACIN","MG/ML","2.00",""
"23168",383862,"CIPROFLOXACIN","MG/ML","2.00",""
"23169",383871,"AZATHIOPRINE","MG","75.00",""
"23170",383887,"AZATHIOPRINE","MG","100.00",""
"23171",383896,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.58",""
"23172",383905,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.58",""
"23173",384054,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"23174",384063,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"23175",384072,"TOPOTECAN (HYDROCHLORIDE)","MG/ML","1.00",""
"23176",384081,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.58",""
"23177",384097,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"23178",384106,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"23179",384115,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","45.10",""
"23180",384124,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","45.10",""
"23181",384133,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"23182",384176,"AMLODIPINE MESILATE MONOHYDRATE","MG","6.40",""
"23183",384185,"AMLODIPINE MESILATE MONOHYDRATE","MG","12.79",""
"23184",384194,"MONTELUKAST SODIUM","MG","10.40",""
"23185",384203,"MONTELUKAST SODIUM","MG","4.16",""
"23186",384212,"MONTELUKAST SODIUM","MG","5.20",""
"23187",384361,"BISOPROLOL (HEMI)FUMARATE","MG","2.50",""
"23188",384377,"BISOPROLOL (HEMI)FUMARATE","MG","2.50",""
"23189",384386,"BISOPROLOL (HEMI)FUMARATE","MG","5.00",""
"23190",384395,"BISOPROLOL (HEMI)FUMARATE","MG","5.00",""
"23191",384404,"BISOPROLOL (HEMI)FUMARATE","MG","10.00",""
"23192",384413,"BISOPROLOL (HEMI)FUMARATE","MG","10.00",""
"23193",384465,"ABARELIX (ACETATE)","MG","100.00","02/01/11 00:00:00"
"23194",384474,"TAFLUPROST","MCG/DO","4.50","02/01/11 00:00:00"
"23195",384483,"BACLOFEN","MG/ML","0.05",""
"23196",384492,"BACLOFEN","MG/ML","2.00",""
"23197",384501,"BACLOFEN","MG/ML","2.00",""
"23198",384517,"BACLOFEN","MG/ML","0.50",""
"23199",384526,"CEFUROXIME AXETIL","MG","300.72",""
"23200",384535,"CEFUROXIME AXETIL","MG","601.44",""
"23201",384544,"ALPRAZOLAM","MG","0.50",""
"23202",384553,"ALPRAZOLAM","MG","1.00",""
"23203",384562,"OLANZAPINE","MG","2.50",""
"23204",384571,"OLANZAPINE","MG","5.00",""
"23205",384587,"OLANZAPINE","MG","7.50",""
"23206",384596,"OLANZAPINE","MG","10.00",""
"23207",384605,"OLANZAPINE","MG","15.00",""
"23208",384614,"OLANZAPINE","MG","20.00",""
"23209",384623,"OXALIPLATINE","MG/ML","5.00",""
"23210",384632,"OXALIPLATINE","MG/ML","5.00",""
"23211",384641,"EPHEDRINE HYDROCHLORIDE","MG/ML","3.00",""
"23212",384657,"IRINOTECAN HYDROCHLORIDE TRIHYDRATE","MG/ML","20.00",""
"23213",384666,"GEMCITABINE HYDROCHLORIDE","MG/ML","40.00",""
"23214",384675,"GEMCITABINE HYDROCHLORIDE","MG/ML","40.00",""
"23215",384684,"GEMCITABINE HYDROCHLORIDE","MG/ML","40.00",""
"23216",384702,"CARBOPLATIN","MG/ML","10.00",""
"23217",384711,"CARBOPLATIN","MG/ML","10.00",""
"23218",384727,"TAMSULOSIN HYDROCHLORIDE","MG","0.40",""
"23219",384736,"TAMSULOSIN HYDROCHLORIDE","MG","0.40",""
"23220",384745,"TAMSULOSIN HYDROCHLORIDE","MG","0.40",""
"23221",384754,"LAMOTRIGINE","MG","50.00",""
"23222",384763,"LAMOTRIGINE","MG","100.00",""
"23223",384772,"LAMOTRIGINE","MG","200.00",""
"23224",384797,"CONESTAT ALFA","U","2100.00","10/28/10 00:00:00"
"23225",384806,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23226",384815,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23227",384824,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","150.00",""
"23228",384833,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","150.00",""
"23229",384842,"MYCOPHENOLATE MOFETIL","MG","500.00",""
"23230",384851,"MYCOPHENOLATE MOFETIL","MG","500.00",""
"23231",384867,"AMLODIPINE (BESILATE)","MG","5.00",""
"23232",384867,"TELMISARTAN","MG","40.00",""
"23233",384876,"AMLODIPINE (BESILATE)","MG","5.00",""
"23234",384876,"TELMISARTAN","MG","40.00",""
"23235",384885,"AMLODIPINE (BESILATE)","MG","5.00",""
"23236",384885,"TELMISARTAN","MG","40.00",""
"23237",384894,"AMLODIPINE (BESILATE)","MG","5.00",""
"23238",384894,"TELMISARTAN","MG","40.00",""
"23239",384903,"AMLODIPINE (BESILATE)","MG","5.00",""
"23240",384903,"TELMISARTAN","MG","40.00",""
"23241",384912,"AMLODIPINE (BESILATE)","MG","5.00",""
"23242",384912,"TELMISARTAN","MG","40.00",""
"23243",384921,"AMLODIPINE (BESILATE)","MG","5.00",""
"23244",384921,"TELMISARTAN","MG","40.00",""
"23245",384937,"AMLODIPINE (BESILATE)","MG","10.00",""
"23246",384937,"TELMISARTAN","MG","40.00",""
"23247",384946,"AMLODIPINE (BESILATE)","MG","10.00",""
"23248",384946,"TELMISARTAN","MG","40.00",""
"23249",384955,"AMLODIPINE (BESILATE)","MG","10.00",""
"23250",384955,"TELMISARTAN","MG","40.00",""
"23251",384964,"AMLODIPINE (BESILATE)","MG","10.00",""
"23252",384964,"TELMISARTAN","MG","40.00",""
"23253",384973,"AMLODIPINE (BESILATE)","MG","10.00",""
"23254",384973,"TELMISARTAN","MG","40.00",""
"23255",384982,"AMLODIPINE (BESILATE)","MG","10.00",""
"23256",384982,"TELMISARTAN","MG","40.00",""
"23257",384991,"AMLODIPINE (BESILATE)","MG","10.00",""
"23258",384991,"TELMISARTAN","MG","40.00",""
"23259",385007,"AMLODIPINE (BESILATE)","MG","5.00",""
"23260",385007,"TELMISARTAN","MG","80.00",""
"23261",385016,"AMLODIPINE (BESILATE)","MG","5.00",""
"23262",385016,"TELMISARTAN","MG","80.00",""
"23263",385025,"AMLODIPINE (BESILATE)","MG","5.00",""
"23264",385025,"TELMISARTAN","MG","80.00",""
"23265",385034,"AMLODIPINE (BESILATE)","MG","5.00",""
"23266",385034,"TELMISARTAN","MG","80.00",""
"23267",385043,"AMLODIPINE (BESILATE)","MG","5.00",""
"23268",385043,"TELMISARTAN","MG","80.00",""
"23269",385052,"AMLODIPINE (BESILATE)","MG","5.00",""
"23270",385052,"TELMISARTAN","MG","80.00",""
"23271",385061,"AMLODIPINE (BESILATE)","MG","5.00",""
"23272",385061,"TELMISARTAN","MG","80.00",""
"23273",385077,"AMLODIPINE (BESILATE)","MG","10.00",""
"23274",385077,"TELMISARTAN","MG","80.00",""
"23275",385086,"AMLODIPINE (BESILATE)","MG","10.00",""
"23276",385086,"TELMISARTAN","MG","80.00",""
"23277",385095,"AMLODIPINE (BESILATE)","MG","10.00",""
"23278",385095,"TELMISARTAN","MG","80.00",""
"23279",385104,"AMLODIPINE (BESILATE)","MG","10.00",""
"23280",385104,"TELMISARTAN","MG","80.00",""
"23281",385113,"AMLODIPINE (BESILATE)","MG","10.00",""
"23282",385113,"TELMISARTAN","MG","80.00",""
"23283",385122,"AMLODIPINE (BESILATE)","MG","10.00",""
"23284",385122,"TELMISARTAN","MG","80.00",""
"23285",385131,"AMLODIPINE (BESILATE)","MG","10.00",""
"23286",385131,"TELMISARTAN","MG","80.00",""
"23287",385147,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23288",385156,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23289",385165,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23290",385174,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23291",385183,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23292",385192,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23293",385201,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23294",385217,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23295",385226,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23296",385235,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23297",385244,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23298",385253,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23299",385262,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23300",385271,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23301",385287,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23302",385296,"IBANDRONIC ACID (AS SODIUM PROPYLENE GLYCOLATE)","MG","150.00",""
"23303",385305,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23304",385314,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23305",385323,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23306",385332,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23307",385341,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23308",385357,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23309",385366,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23310",385375,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23311",385384,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23312",385393,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23313",385402,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23314",385411,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23315",385427,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23316",385436,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23317",385445,"CLOPIDOGREL (HYDROCHLORIDE)","MG","75.00",""
"23318",385454,"LEFLUNOMIDE","MG","10.00",""
"23319",385463,"LEFLUNOMIDE","MG","10.00",""
"23320",385472,"LEFLUNOMIDE","MG","20.00",""
"23321",385481,"LEFLUNOMIDE","MG","20.00",""
"23322",385497,"OMEPRAZOLE","MG","20.00",""
"23323",385506,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23324",385515,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23325",385524,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23326",385533,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23327",385542,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23328",385551,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23329",385567,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23330",385576,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23331",385585,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23332",385594,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23333",385603,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23334",385612,"TICAGRELOR","MG","90.00","12/03/10 00:00:00"
"23335",385621,"INFLUENZA VIRUS (INACTIVATED)","","Q.S.",""
"23336",385637,"INFLUENZA VIRUS (INACTIVATED)","","Q.S.",""
"23337",385646,"INFLUENZA VIRUS (INACTIVATED)","","Q.S.",""
"23338",385655,"INFLUENZA VIRUS (INACTIVATED)","","Q.S.",""
"23339",385664,"TOPOTECAN (HYDROCHLORIDE)","MG","1.00",""
"23340",385673,"TOPOTECAN (HYDROCHLORIDE)","MG","4.00",""
"23341",385874,"LOPINAVIR","MG","200.00",""
"23342",385874,"RITONAVIR","MG","50.00",""
"23343",385883,"DAPTOMYCIN","MG","350.00",""
"23344",385892,"DAPTOMYCIN","MG","500.00",""
"23345",385901,"FOSAPREPITANT (DIMEGLUMINE)","MG","150.00","01/11/08 00:00:00"
"23346",385917,"FOSAPREPITANT (DIMEGLUMINE)","MG","150.00","01/11/08 00:00:00"
"23347",385926,"TADALAFIL","MG","20.00",""
"23348",385935,"MACROGOL 3350","MG","13125.00",""
"23349",385935,"POTASSIUM CHLORIDE","MG","46.60",""
"23350",385935,"SODIUM CHLORIDE","MG","350.70",""
"23351",385935,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG","178.50",""
"23352",385944,"LEFLUNOMIDE","MG","10.00",""
"23353",385953,"LEFLUNOMIDE","MG","20.00",""
"23354",385962,"DASATINIB (MONOHYDRATE)","MG","80.00",""
"23355",385971,"DASATINIB (MONOHYDRATE)","MG","80.00",""
"23356",385987,"DASATINIB (MONOHYDRATE)","MG","140.00",""
"23357",385996,"DASATINIB (MONOHYDRATE)","MG","140.00",""
"23358",386005,"HYDROXOCOBALAMIN","G","5.00",""
"23359",386014,"IBUPROFEN","MG","200.00",""
"23360",386023,"LOSARTAN POTASSIUM","MG","12.50",""
"23361",386032,"LOSARTAN POTASSIUM","MG","25.00",""
"23362",386041,"LOSARTAN POTASSIUM","MG","50.00",""
"23363",386057,"LOSARTAN POTASSIUM","MG","100.00",""
"23364",386084,"TELMISARTAN","MG","20.00",""
"23365",386093,"TELMISARTAN","MG","40.00",""
"23366",386102,"TELMISARTAN","MG","80.00",""
"23367",386111,"VENLAFAXINE HYDROCHLORIDE","MG","42.43",""
"23368",386127,"VENLAFAXINE HYDROCHLORIDE","MG","84.86",""
"23369",386136,"VENLAFAXINE HYDROCHLORIDE","MG","169.71",""
"23370",386145,"RIVAROXABAN","MG","10.00","09/30/08 00:00:00"
"23371",386154,"RIVAROXABAN","MG","10.00","09/30/08 00:00:00"
"23372",386163,"DEGARELIX (ACETATE)","MG","80.00","02/17/09 00:00:00"
"23373",386172,"DEXTROMETHORPHAN","MG","7.33",""
"23374",386181,"FULVESTRANT","MG/ML","50.00",""
"23375",386197,"LEVOFLOXACIN","MG/ML","5.00",""
"23376",386206,"LEVOFLOXACIN","MG/ML","5.00",""
"23377",386224,"EPTACOGUM ALFA (ACTIVATUM) RECOMB","MG","8.00",""
"23378",386233,"TACROLIMUS","MG","0.50",""
"23379",386242,"TACROLIMUS","MG","1.00",""
"23380",386251,"TACROLIMUS","MG","5.00",""
"23381",386267,"TACROLIMUS","MG","0.50",""
"23382",386276,"TACROLIMUS","MG","1.00",""
"23383",386285,"TACROLIMUS","MG","5.00",""
"23384",386294,"ONDANSETRON HYDROCHLORIDE","MG/ML","2.50",""
"23385",386303,"ONDANSETRON HYDROCHLORIDE","MG/ML","2.50",""
"23386",386312,"CARBOCISTEINE","MG/ML","20.00",""
"23387",386321,"CHLORHEXIDINE GLUCONATE","MG/ML","5.00",""
"23388",386337,"ADAPALENE","MG/G","1.00",""
"23389",386337,"BENZOYL PEROXIDE","MG/G","25.00",""
"23390",386346,"CLINDAMYCIN (HYDROCHLORIDE)","MG","300.00",""
"23391",386355,"DOCETAXEL (ANHYDROUS)","MG","160.00",""
"23392",386364,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"23393",386373,"PANTOPRAZOLE SODIUM SESQUIHYDRATE","MG","22.55",""
"23394",386382,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23395",386391,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23396",386407,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23397",386416,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23398",386425,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23399",386434,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23400",386443,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23401",386452,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23402",386461,"OMEPRAZOLE","MG","20.00",""
"23403",386477,"OMEPRAZOLE","MG","40.00",""
"23404",386522,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23405",386531,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23406",386547,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23407",386556,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23408",386565,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23409",386574,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23410",386583,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23411",386592,"FILGRASTIM (R-MET HU G-CSF)","IU/ML","10000000.00",""
"23412",386601,"RITONAVIR","MG","100.00",""
"23413",386617,"REPAGLINIDE","MG","0.50",""
"23414",386626,"REPAGLINIDE","MG","1.00",""
"23415",386635,"REPAGLINIDE","MG","2.00",""
"23416",386653,"OMEPRAZOLE","MG","20.00",""
"23417",386662,"OXALIPLATINE","MG/ML","5.00",""
"23418",386671,"OXALIPLATINE","MG/ML","5.00",""
"23419",386687,"OXALIPLATINE","MG/ML","5.00",""
"23420",386696,"SILDENAFIL (CITRATE)","MG","25.00",""
"23421",386705,"SILDENAFIL (CITRATE)","MG","50.00",""
"23422",386714,"SILDENAFIL (CITRATE)","MG","100.00",""
"23423",386723,"ORLISTAT","MG","27.00",""
"23424",386732,"ORLISTAT","MG","27.00",""
"23425",386741,"ORLISTAT","MG","27.00",""
"23426",386757,"ORLISTAT","MG","27.00",""
"23427",386766,"IMMUNOGLOBULIN HUMAN NORMAL","MG/ML","100.00",""
"23428",386775,"IMMUNOGLOBULIN HUMAN NORMAL","MG/ML","100.00",""
"23429",386784,"IMMUNOGLOBULIN HUMAN NORMAL","MG/ML","100.00",""
"23430",386793,"LATANOPROST","MCG/ML","53.50",""
"23431",386802,"ALGINATE SODIUM","MG/ML","50.00",""
"23432",386802,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG/ML","26.70",""
"23433",386811,"NILOTINIB (HYDROCHLORIDE MONOHYDRATE)","MG","150.00","11/19/07 00:00:00"
"23434",386827,"NILOTINIB (HYDROCHLORIDE MONOHYDRATE)","MG","150.00","11/19/07 00:00:00"
"23435",386836,"OLANZAPINE","MG","2.50",""
"23436",386845,"OLANZAPINE","MG","5.00",""
"23437",386854,"OLANZAPINE","MG","7.50",""
"23438",386863,"OLANZAPINE","MG","10.00",""
"23439",386872,"OLANZAPINE","MG","15.00",""
"23440",386881,"OLANZAPINE","MG","20.00",""
"23441",386897,"MACROGOL 3350","MG","6562.50",""
"23442",386897,"POTASSIUM CHLORIDE","MG","23.30",""
"23443",386897,"SODIUM CHLORIDE","MG","175.35",""
"23444",386897,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG","89.25",""
"23445",386924,"OLANZAPINE","MG","5.00",""
"23446",386933,"OLANZAPINE","MG","10.00",""
"23447",386942,"OLANZAPINE","MG","15.00",""
"23448",386951,"OLANZAPINE","MG","20.00",""
"23449",386967,"RAMIPRIL","MG","5.00",""
"23450",386976,"RAMIPRIL","MG","10.00",""
"23451",387003,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23452",387003,"IRBESARTAN","MG","150.00",""
"23453",387012,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23454",387012,"IRBESARTAN","MG","300.00",""
"23455",387021,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"23456",387021,"IRBESARTAN","MG","300.00",""
"23457",387037,"MACROGOL 3350","MG","13125.00",""
"23458",387037,"POTASSIUM CHLORIDE","MG","46.60",""
"23459",387037,"SODIUM CHLORIDE","MG","350.70",""
"23460",387037,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG","178.50",""
"23461",387046,"AZITHROMYCIN (DIHYDRATE)","MG","250.00",""
"23462",387055,"AZITHROMYCIN (DIHYDRATE)","MG","500.00",""
"23463",387073,"PRUCALOPRIDE (SUCCINATE)","MG","1.00","10/15/09 00:00:00"
"23464",387082,"PRUCALOPRIDE (SUCCINATE)","MG","2.00","10/15/09 00:00:00"
"23465",387091,"PRUCALOPRIDE (SUCCINATE)","MG","1.00","10/15/09 00:00:00"
"23466",387107,"PRUCALOPRIDE (SUCCINATE)","MG","2.00","10/15/09 00:00:00"
"23467",387116,"PRUCALOPRIDE (SUCCINATE)","MG","1.00","10/15/09 00:00:00"
"23468",387125,"PRUCALOPRIDE (SUCCINATE)","MG","2.00","10/15/09 00:00:00"
"23469",387283,"OMEPRAZOLE","MG","10.00",""
"23470",387292,"OMEPRAZOLE","MG","10.00",""
"23471",387301,"OMEPRAZOLE","MG","20.00",""
"23472",387317,"OMEPRAZOLE","MG","20.00",""
"23473",387326,"OMEPRAZOLE","MG","40.00",""
"23474",387335,"OMEPRAZOLE","MG","40.00",""
"23475",387344,"CHLORHEXIDINE HYDROCHLORIDE","MG","5.00",""
"23476",387344,"LIDOCAINE HYDROCHLORIDE","MG","1.00",""
"23477",387353,"LEVOFLOXACIN HEMIHYDRATE","MG/ML","5.13",""
"23478",387362,"LEVOFLOXACIN HEMIHYDRATE","MG/ML","5.13",""
"23479",387371,"BUDESONIDE","MCG/DO","320.00",""
"23480",387371,"FORMOTEROL FUMARATE DIHYDRATE","MCG/DO","9.00",""
"23481",387387,"ETORICOXIB","MG","60.00",""
"23482",387396,"ETORICOXIB","MG","90.00",""
"23483",387405,"ETORICOXIB","MG","120.00",""
"23484",387414,"AMLODIPINE (BESILATE)","MG","5.00",""
"23485",387414,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23486",387414,"OLMESARTAN MEDOXOMIL","MG","20.00",""
"23487",387423,"AMLODIPINE (BESILATE)","MG","5.00",""
"23488",387423,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23489",387423,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23490",387432,"AMLODIPINE (BESILATE)","MG","10.00",""
"23491",387432,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23492",387432,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23493",387441,"AMLODIPINE (BESILATE)","MG","5.00",""
"23494",387441,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"23495",387441,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23496",387457,"AMLODIPINE (BESILATE)","MG","10.00",""
"23497",387457,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"23498",387457,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23499",387466,"AMLODIPINE (BESILATE)","MG","5.00",""
"23500",387466,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23501",387466,"OLMESARTAN MEDOXOMIL","MG","20.00",""
"23502",387475,"AMLODIPINE (BESILATE)","MG","5.00",""
"23503",387475,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23504",387475,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23505",387484,"AMLODIPINE (BESILATE)","MG","10.00",""
"23506",387484,"HYDROCHLOROTHIAZIDE","MG","12.50",""
"23507",387484,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23508",387493,"AMLODIPINE (BESILATE)","MG","5.00",""
"23509",387493,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"23510",387493,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23511",387502,"AMLODIPINE (BESILATE)","MG","10.00",""
"23512",387502,"HYDROCHLOROTHIAZIDE","MG","25.00",""
"23513",387502,"OLMESARTAN MEDOXOMIL","MG","40.00",""
"23514",387511,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23515",387527,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23516",387536,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG/ML","1.00",""
"23517",387545,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG/ML","1.00",""
"23518",387554,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG/ML","1.00",""
"23519",387563,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG/ML","1.00",""
"23520",387572,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG/ML","1.00",""
"23521",387581,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23522",387597,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23523",387606,"IBANDRONIC ACID (AS SODIUM MONOHYDRATE)","MG","50.00",""
"23524",387615,"DOCETAXEL (ANHYDROUS)","MG","20.00",""
"23525",387624,"DOCETAXEL (ANHYDROUS)","MG","80.00",""
"23526",387633,"AMLODIPINE (BESILATE)","MG","5.00",""
"23527",387633,"VALSARTAN","MG","80.00",""
